Eis	noun	Wasser im festen Aggregatzustand; gefrorenes Wasser	Kompakte Substanz, die durch das Einfrieren von Wasser in den festen Zustand entsteht sie tritt im Allgemeinen in Form von hexagonalen Kristallen auf.	broader
Eis	noun	Wasser im festen Aggregatzustand; gefrorenes Wasser	Ein kaltes Dessert (bestehend aus Wasser, Sahne und Milch, sowie Aromastoffen, Emulgatoren und Zucker), das bei heißem Wetter beliebt ist.	none
Eis	noun	Speiseeis, eine gefrorene Süßspeise	Kompakte Substanz, die durch das Einfrieren von Wasser in den festen Zustand entsteht sie tritt im Allgemeinen in Form von hexagonalen Kristallen auf.	none
Eis	noun	Speiseeis, eine gefrorene Süßspeise	Ein kaltes Dessert (bestehend aus Wasser, Sahne und Milch, sowie Aromastoffen, Emulgatoren und Zucker), das bei heißem Wetter beliebt ist.	narrower
Zug	noun	mehrere hintereinander gekoppelte Fahrzeuge (speziell auf Schienen)	Eine Gruppe aneinandergekoppelter Eisenbahnwagen, die meist von einer Lokomotive gezogen oder geschoben werden.	broader
Zug	noun	mehrere hintereinander gekoppelte Fahrzeuge (speziell auf Schienen)	Charakteristische Eigenschaft eines Wesens oder einer Sache.	none
Zug	noun	mehrere hintereinander gekoppelte Fahrzeuge (speziell auf Schienen)	Ein kleine Kanton in der Schweiz.	none
Zug	noun	Kraft, die in eine bestimmte Richtung zieht	Eine Gruppe aneinandergekoppelter Eisenbahnwagen, die meist von einer Lokomotive gezogen oder geschoben werden.	none
Zug	noun	Kraft, die in eine bestimmte Richtung zieht	Charakteristische Eigenschaft eines Wesens oder einer Sache.	none
Zug	noun	Kraft, die in eine bestimmte Richtung zieht	Ein kleine Kanton in der Schweiz.	none
Zug	noun	das Einwirken auf etwas, um es zu sich hin zu bewegen; gegen die Kräfte des Festhaltens oder des inneren Zusammenhalts wirkende Kraft	Eine Gruppe aneinandergekoppelter Eisenbahnwagen, die meist von einer Lokomotive gezogen oder geschoben werden.	none
Zug	noun	das Einwirken auf etwas, um es zu sich hin zu bewegen; gegen die Kräfte des Festhaltens oder des inneren Zusammenhalts wirkende Kraft	Charakteristische Eigenschaft eines Wesens oder einer Sache.	none
Zug	noun	das Einwirken auf etwas, um es zu sich hin zu bewegen; gegen die Kräfte des Festhaltens oder des inneren Zusammenhalts wirkende Kraft	Ein kleine Kanton in der Schweiz.	none
Zug	noun	Luftzug; starker Luftdurchgang (vor allem in Gebäuden)	Eine Gruppe aneinandergekoppelter Eisenbahnwagen, die meist von einer Lokomotive gezogen oder geschoben werden.	none
Zug	noun	Luftzug; starker Luftdurchgang (vor allem in Gebäuden)	Charakteristische Eigenschaft eines Wesens oder einer Sache.	none
Zug	noun	Luftzug; starker Luftdurchgang (vor allem in Gebäuden)	Ein kleine Kanton in der Schweiz.	none
Zug	noun	Bewegen einer Brettspielfigur von einem Feld auf ein anderes	Eine Gruppe aneinandergekoppelter Eisenbahnwagen, die meist von einer Lokomotive gezogen oder geschoben werden.	none
Zug	noun	Bewegen einer Brettspielfigur von einem Feld auf ein anderes	Charakteristische Eigenschaft eines Wesens oder einer Sache.	none
Zug	noun	Bewegen einer Brettspielfigur von einem Feld auf ein anderes	Ein kleine Kanton in der Schweiz.	none
Zug	noun	kleinere Organisationseinheit in einer Hierarchie	Eine Gruppe aneinandergekoppelter Eisenbahnwagen, die meist von einer Lokomotive gezogen oder geschoben werden.	none
Zug	noun	kleinere Organisationseinheit in einer Hierarchie	Charakteristische Eigenschaft eines Wesens oder einer Sache.	none
Zug	noun	kleinere Organisationseinheit in einer Hierarchie	Ein kleine Kanton in der Schweiz.	none
Zug	noun	drittgrößte Gliederungsform einer militärischen Teileinheit	Eine Gruppe aneinandergekoppelter Eisenbahnwagen, die meist von einer Lokomotive gezogen oder geschoben werden.	none
Zug	noun	drittgrößte Gliederungsform einer militärischen Teileinheit	Charakteristische Eigenschaft eines Wesens oder einer Sache.	none
Zug	noun	drittgrößte Gliederungsform einer militärischen Teileinheit	Ein kleine Kanton in der Schweiz.	none
